,Resource,Section,Number,Color,Tag1,Tag2,Topic,Question
155,Blue,-,156,Blue,Social Engagements,Family vs. Friends,"Recreation, Leisure, and Creative Pursuits","A big corporation is planning to invest in a factory in your hometown. This factory will create many job opportunities for people, but also will bring a lot of pollution at the same time. Do you agree or disagree with the plan? "
156,Blue,-,157,Blue,Educational Timing,Degree Acquisition,Education,"Some people prefer talking about their opinion immediately when they get the topic, while others prefer to wait and listen to others before they talk about their own opinion. Which one do you prefer and why? "
157,Blue,-,158,Blue,Book Preferences,New vs. Used,Education,Do you agree or disagree with the statement? It's never acceptable to interrupt other people when they are talking.
158,Blue,-,159,Blue,New Courses,Student Interests,Financial Management and Economics,One of your friends decided to study more courses in order to graduate one year earlier. Do you agree or disagree?
159,Blue,-,160,Blue,Higher Education,Curriculum Development,"Work, Career, and Professional Development",Your university decided to allow local communities to attend classes on campus; they could enter into the class but can't ask questions and don't have assignments. Do you agree or not?
160,Blue,-,161,Blue,Cultural Learning,Television Influence,Technology and Innovation,Do you agree or disagree? Physical exercise is more important for older people than young people.
161,Blue,-,162,Blue,Classroom Behavior,Eating and Drinking,Education,Do you agree or disagree with the following statement? It is acceptable that someone uses others’ influence to get a job.
162,Blue,-,163,Black,Learning Preferences,Time of Day,Education,"If you are an interviewer, which of the following aspects of the job seeker will you consider? Why? •  Performance during the interview •  Education •  Work experience "
163,Blue,-,164,Blue,Family Time,Work-Life Balance,Education,Do you prefer to be friends with peers or friends of different ages?
164,Blue,-,165,Blue,Career Planning,University Choices,"Work, Career, and Professional Development",Do you prefer to choose regular working hours or work more freely at home?
165,Blue,-,166,Blue,Smartphone Functions,Student Benefits,Technology and Innovation,Some people think that the library should be quiet. Some people think that social activities should be provided for students to meet friends and have meetings. What do you think?
166,Blue,-,167,Blue,Higher Education,Curriculum Development,Health and Well-being,"Even if you are older, you can get a university degree. Do you disagree with this view? "
167,Blue,-,168,Black,History Education,Course Preferences,Education,School campus newspapers need to add a new section; which one do you think will make students feel interested?  local restaurant reviews  tips on travelling  film recommendation
168,Blue,-,169,Blue,Drawing Importance,Child Development,"Recreation, Leisure, and Creative Pursuits",Do you agree or disagree? Children should take part in sports team to be more socially developed.
169,Blue,-,170,Black,News Consumption,Medium Preferences,"Media, Communication, and Information","If the government wants to invest in the following three areas, what do you think is the most worthwhile? •  land exploration •  education •  health care "
